# Fuente: Qhawarina (qhawarina.pe) | CC BY 4.0 | Generado: 2026-04-08
date,fx,spot_net_purchases,swaps_net,total_intervention,reference_rate,bond_sol_10y,bond_usd_10y,bvl
2025-11-05,3.3764,27.0,0.0,27.0,4.25,6.05,5.196,37947.0
2025-11-06,3.3754,0.0,0.0,0.0,4.25,6.01,5.152,38067.0
2025-11-07,3.3765,0.0,0.0,0.0,4.25,6.04,5.163,37863.0
2025-11-10,3.3724,0.0,0.0,0.0,4.25,6.05,5.133,38451.0
2025-11-11,3.3609,77.0,0.0,77.0,4.25,6.05,5.133,38282.0
2025-11-12,3.3694,0.0,0.0,0.0,4.25,6.04,5.087,38697.0
2025-11-13,3.365,0.0,0.0,0.0,4.25,6.05,5.138,38328.0
2025-11-14,3.3725,0.0,0.0,0.0,4.25,6.09,5.16,38086.0
2025-11-17,3.3634,0.0,0.0,0.0,4.25,6.08,5.136,37467.0
2025-11-18,3.3691,0.0,0.0,0.0,4.25,6.04,5.133,37176.0
2025-11-19,3.3777,0.0,0.0,0.0,4.25,5.99,5.138,37661.0
2025-11-20,3.3811,0.0,0.0,0.0,4.25,5.999,5.11,37103.0
2025-11-21,3.3893,0.0,0.0,0.0,4.25,5.94,5.104,37190.0
2025-11-24,3.3853,0.0,0.0,0.0,4.25,5.92,5.065,37436.0
2025-11-25,3.3772,0.0,0.0,0.0,4.25,5.9,5.04,37736.0
2025-11-26,3.3669,171.0,0.0,171.0,4.25,5.9,5.027,38483.0
2025-11-27,3.3664,78.0,0.0,78.0,4.25,5.91,5.027,38518.0
2025-11-28,3.3625,157.0,0.0,157.0,4.25,5.91,5.049,38979.0
2025-12-01,3.3706,0.0,0.0,0.0,4.25,5.94,5.067,39019.0
2025-12-02,3.3701,0.0,0.0,0.0,4.25,5.93,5.045,39222.0
2025-12-03,3.3645,51.0,0.0,51.0,4.25,5.87,5.013,39530.0
2025-12-04,3.3594,294.0,0.0,294.0,4.25,5.85,5.049,39980.0
2025-12-05,3.3667,0.0,0.0,0.0,4.25,5.79,5.089,40264.0
2025-12-10,3.3721,0.0,0.0,0.0,4.25,5.83,5.113,40965.0
2025-12-11,3.3676,0.0,0.0,0.0,4.25,5.81,5.098,41752.0
2025-12-12,3.3689,0.0,0.0,0.0,4.25,5.83,5.123,42390.0
2025-12-15,3.3705,0.0,0.0,0.0,4.25,5.76,5.103,41734.0
2025-12-16,3.3714,0.0,0.0,0.0,4.25,5.73,5.099,41797.0
2025-12-17,3.3691,289.0,0.0,289.0,4.25,5.74,5.122,41730.0
2025-12-18,3.3666,240.0,0.0,240.0,4.25,5.75,5.081,42179.0
2025-12-19,3.3679,150.0,0.0,150.0,4.25,5.83,5.099,42776.0
2025-12-22,3.3661,323.0,0.0,323.0,4.25,5.9,5.107,43406.0
2025-12-23,3.367,140.0,0.0,140.0,4.25,5.86,5.123,43719.0
2025-12-24,3.365,137.0,0.0,137.0,4.25,5.8,5.113,43607.0
2025-12-29,3.367,0.0,0.0,0.0,4.25,5.89,5.116,43309.0
2025-12-30,3.3644,436.0,0.0,436.0,4.25,5.81,5.124,43818.0
2025-12-31,3.3636,180.0,0.0,180.0,4.25,5.796,5.118,43465.0
2026-01-05,3.3649,4.0,0.0,4.0,4.25,5.82,5.139,45091.0
2026-01-06,3.3606,96.0,0.0,96.0,4.25,5.85,5.134,46270.0
2026-01-07,3.3626,53.0,0.0,53.0,4.25,5.86,5.145,46049.0
2026-01-08,3.3637,0.0,0.0,0.0,4.25,5.89,5.157,46805.0
2026-01-09,3.3617,236.0,0.0,236.0,4.25,5.94,5.144,48029.0
2026-01-12,3.3606,56.0,0.0,56.0,4.25,5.95,5.137,49537.0
2026-01-13,3.3586,436.0,0.0,436.0,4.25,5.91,5.132,49675.0
2026-01-14,3.3597,0.0,0.0,0.0,4.25,5.93,5.134,50155.0
2026-01-15,3.3617,0.0,0.0,0.0,4.25,5.97,5.12,50774.0
2026-01-16,3.3607,195.0,0.0,195.0,4.25,5.97,5.143,50825.0
2026-01-19,3.3577,261.0,0.0,261.0,4.25,5.96,5.143,50833.0
2026-01-20,3.3586,112.0,0.0,112.0,4.25,5.92,5.203,52178.0
2026-01-21,3.3551,441.0,0.0,441.0,4.25,5.87,5.158,52087.0
2026-01-22,3.355,440.0,0.0,440.0,4.25,5.89,5.138,52020.0
2026-01-23,3.3531,67.0,0.0,67.0,4.25,5.88,5.133,52766.0
2026-01-26,3.3509,229.0,0.0,229.0,4.25,5.89,5.118,54429.0
2026-01-27,3.348,10.0,0.0,10.0,4.25,5.85,5.132,54545.0
2026-01-28,3.342,319.0,0.0,319.0,4.25,5.8,5.148,55004.0
2026-01-29,3.3427,429.0,0.0,429.0,4.25,5.77,5.161,55745.0
2026-01-30,3.3581,0.0,0.0,0.0,4.25,5.79,5.181,52927.0
2026-02-02,3.3668,0.0,0.0,0.0,4.25,5.8,5.171,53048.0
2026-02-03,3.3613,0.0,0.0,0.0,4.25,5.8,5.184,55435.0
2026-02-04,3.3601,0.0,0.0,0.0,4.25,5.81,5.194,54092.0
2026-02-05,3.3673,0.0,0.0,0.0,4.25,5.73,5.15,53230.0
2026-02-06,3.3597,0.0,0.0,0.0,4.25,5.77,5.151,54347.0
2026-02-09,3.3574,0.0,0.0,0.0,4.25,5.81,5.134,55896.0
2026-02-10,3.3579,0.0,0.0,0.0,4.25,5.8,5.09,55142.0
2026-02-11,3.3564,0.0,0.0,0.0,4.25,5.82,5.105,55616.0
2026-02-12,3.3546,0.0,0.0,0.0,4.25,5.81,5.065,54058.0
2026-02-13,3.353,10.0,0.0,10.0,4.25,5.8,5.024,53490.0
2026-02-16,3.3489,0.0,0.0,0.0,4.25,5.78,5.024,53589.0
2026-02-17,3.3464,31.0,0.0,31.0,4.25,5.76,5.028,52788.0
2026-02-18,3.3491,0.0,0.0,0.0,4.25,5.78,5.003,53804.0
2026-02-19,3.3636,0.0,0.0,0.0,4.25,5.81,5.004,54508.0
2026-02-20,3.3591,0.0,0.0,0.0,4.25,5.83,5.005,54581.0
2026-02-23,3.3584,0.0,0.0,0.0,4.25,5.79,4.984,55028.0
2026-02-24,3.3591,0.0,0.0,0.0,4.25,5.79,4.989,55720.0
2026-02-25,3.357,24.0,0.0,24.0,4.25,5.83,4.99,56885.0
2026-02-26,3.3567,0.0,0.0,0.0,4.25,5.85,4.959,56468.0
2026-02-27,3.3559,12.0,0.0,12.0,4.25,5.85,4.949,57529.0
2026-03-02,3.3651,0.0,0.0,0.0,4.25,5.92,5.041,57419.0
2026-03-03,3.4112,0.0,0.0,0.0,4.25,5.99,5.078,55190.0
2026-03-04,3.4095,0.0,0.0,0.0,4.25,6.01,5.055,55683.0
2026-03-05,3.4326,0.0,0.0,0.0,4.25,6.09,5.091,53644.0
2026-03-06,3.483,0.0,0.0,0.0,4.25,6.14,5.141,53785.0
2026-03-09,3.4918,0.0,0.0,0.0,4.25,6.15,5.128,53219.0
2026-03-10,3.4422,0.0,0.0,0.0,4.25,6.08,5.09,54562.0
2026-03-11,3.4251,0.0,0.0,0.0,4.25,6.09,5.156,53923.0
2026-03-12,3.4474,0.0,0.0,0.0,4.25,6.14,5.252,52761.0
2026-03-13,3.4473,0.0,0.0,0.0,4.25,6.24,5.312,51733.0
2026-03-16,3.4259,0.0,0.0,0.0,4.25,6.26,5.279,52012.0
2026-03-17,3.4123,0.0,0.0,0.0,4.25,6.21,5.269,52048.0
2026-03-18,3.4365,0.0,0.0,0.0,4.25,6.21,5.295,50378.0
2026-03-19,3.4551,0.0,0.0,0.0,4.25,6.31,5.313,48776.0
2026-03-20,3.4773,0.0,0.0,0.0,4.25,6.38,5.482,48029.0
2026-03-23,3.4559,0.0,0.0,0.0,4.25,6.26,5.425,49750.0
2026-03-24,3.4595,0.0,0.0,0.0,4.25,6.33,5.45,49772.0
2026-03-25,3.4624,0.0,0.0,0.0,4.25,6.36,5.414,51454.0
2026-03-26,3.4684,0.0,0.0,0.0,4.25,6.46,5.499,50157.0
2026-03-27,3.4899,0.0,0.0,0.0,4.25,6.54,5.58,50363.0
2026-03-30,3.4907,0.0,0.0,0.0,4.25,6.6,5.544,50296.0
2026-03-31,3.4901,0.0,0.0,0.0,4.25,6.55,5.483,52503.0
2026-04-01,3.459,0.0,0.0,0.0,4.25,6.55,5.483,53343.0
2026-04-06,3.4296,0.0,0.0,0.0,4.25,6.55,5.483,52699.0
2026-04-07,3.4296,,,0.0,4.25,6.55,5.483,52699.0
