date,series_id,series_name,category,department,ubigeo,value_raw,value_sa,value_log,value_dlog,value_yoy,source,frequency_original
2004-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,5.549562078478582,3.5911394915756834,1.2784695592613489,,,BCRP,M
2004-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,6.297222169692189,4.75365288217371,1.55891335032221,0.28044379106086104,,BCRP,M
2004-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,6.917047748239024,6.422257905152085,1.8597697544922265,0.3008564041700166,,BCRP,M
2005-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,8.000653161707511,7.650578401273257,2.034781252989879,0.17501149849765252,,BCRP,M
2005-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,8.449250638899874,8.760445438743092,2.1702467528271105,0.13546549983723155,,BCRP,M
2005-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,9.03864435533938,9.81504146026533,2.28391605189325,0.11366929906613965,,BCRP,M
2005-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,9.866159735923324,11.16756870790907,2.41301392671315,0.12909787481989987,,BCRP,M
2005-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,9.998450370567571,12.303145251692634,2.50985494120948,0.09684101449632987,,BCRP,M
2005-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,10.086451857094966,12.996380630643054,2.5646709056699772,0.0548159644604973,,BCRP,M
2005-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,16.769137179329544,15.929336101177238,2.7681624470445265,0.20349154137454928,,BCRP,M
2005-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,18.579810203591904,17.364916918335464,2.8544519017524275,0.08628945470790095,,BCRP,M
2005-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,19.82105659843727,18.785691450674754,2.933095487008332,0.07864358525590465,,BCRP,M
2005-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,20.555563274608307,19.385281680751223,2.9645141018788745,0.03141861487054243,439.8086519954576,BCRP,M
2005-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,22.028411412550902,20.633120541623747,3.026897577962335,0.06238347608346029,334.04769033511775,BCRP,M
2005-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,22.835312592952423,22.13147541725024,3.0970008222992464,0.07010324433691162,244.60583402444573,BCRP,M
2006-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,23.90441183648086,23.510340641714564,3.157440351673491,0.06043952937424457,207.30147981754982,BCRP,M
2006-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,25.423007601145205,25.635158648218024,3.243964793951369,0.08652444227787814,192.62391767028726,BCRP,M
2006-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,26.993708857537207,27.32751354840266,3.3078940169648052,0.06392922301343607,178.42484067982647,BCRP,M
2006-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,27.95158028698577,28.734824972549838,3.3581098008518846,0.05021578388707937,157.30600566799583,BCRP,M
2006-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,29.252147051102394,30.8885847288714,3.4303866893988957,0.07227688854701109,151.0625055379382,BCRP,M
2006-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,31.18889503678777,33.19278157670237,3.502332429894286,0.07194574049539026,155.40019579328072,BCRP,M
2006-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,33.53162481157996,33.340940658593645,3.506786091039624,0.0044536611453378505,109.3052745376477,BCRP,M
2006-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,35.05179540670867,34.5146754845168,3.5413846099532433,0.034598518913619536,98.76095950722951,BCRP,M
2006-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,36.93474483524281,36.52467075283223,3.5979879432999597,0.05660333334671641,94.42814148595163,BCRP,M
2006-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,38.430069097201326,37.946717727004106,3.636183010694208,0.03819506739424838,95.75014875684585,BCRP,M
2006-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,41.267503586858965,40.056632656108086,3.6902942691936103,0.054111258499402126,94.13754005508169,BCRP,M
2006-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,42.38405666659614,41.43171465620099,3.724046642058895,0.03375237286528465,87.20719642535579,BCRP,M
2007-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,43.65816027230854,43.24325678890541,3.7668413088270367,0.04279466676814181,83.93292316734278,BCRP,M
2007-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,44.78012948651607,44.85261830830642,3.8033819660272576,0.03654065720022093,74.96524567607565,BCRP,M
2007-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,46.13896296826298,46.10299763984325,3.8308779726140374,0.027496006586779753,68.70542414400542,BCRP,M
2007-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,47.56874554563114,47.91585578934741,3.869446468209063,0.03856849559502562,66.75186236603518,BCRP,M
2007-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,47.93117469659646,48.966356739040876,3.8911334651324174,0.021686996923354407,58.52573748149838,BCRP,M
2007-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,49.54993419214393,50.7795233642012,3.9274931899426266,0.036359724810209215,52.98363364594534,BCRP,M
2007-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,50.759619883382854,51.19063593401777,3.935556623404981,0.008063433462354386,53.53686765530221,BCRP,M
2007-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,53.16608202885352,53.32897917574521,3.9764798827781767,0.04092325937319563,54.51102589583512,BCRP,M
2007-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,53.924033398442425,54.091197378488424,3.9906714624193973,0.014191579641220642,48.09496229146441,BCRP,M
2007-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,56.241771786237564,56.17524720736869,4.028476218726929,0.037804756307532106,48.03717046492424,BCRP,M
2007-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,60.06639387402949,59.00643397835915,4.077646488440812,0.0491702697138825,47.30752453641776,BCRP,M
2007-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,60.12905633531715,58.85275270814259,4.075038607602049,-0.002607880838763066,42.04759131139226,BCRP,M
2008-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,62.1767081232102,61.715582096483594,4.122536445161192,0.04749783755914283,42.71723889287979,BCRP,M
2008-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,64.657972341361,64.54376829276882,4.167343571854116,0.04480712669292419,43.90189631541694,BCRP,M
2008-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,66.71176107249465,66.39050756376238,4.195554087885792,0.02821051603167657,44.00475232089076,BCRP,M
2008-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,70.10862806188558,70.05813618411804,4.24932541427699,0.05377132639119786,46.21075848486311,BCRP,M
2008-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,70.58329731677149,71.1241133070122,4.264426425683544,0.01510101140655351,45.25098055805516,BCRP,M
2008-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,71.77968842469508,72.43210787897044,4.282649680075231,0.01822325439168715,42.640385494508195,BCRP,M
2008-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,74.44762539568055,75.53983692900934,4.3246601585450115,0.042010478469780566,47.56573258120196,BCRP,M
2008-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,78.37399925290444,79.25173891050675,4.372629354605079,0.04796919606006789,48.6091429752167,BCRP,M
2008-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,110.72030621484407,111.4731535746846,4.713783786794256,0.3411544321891764,106.08372337310557,BCRP,M
2008-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,95.079494639508,94.9966302183687,4.553841419585823,-0.15994236720843258,69.1076318145827,BCRP,M
2008-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,114.91245994003974,113.69602847178312,4.7335284702588565,0.17968705067303326,92.68412070704291,BCRP,M
2008-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,124.98574695402544,123.50360131409876,4.816270316080921,0.08274184582206434,109.85186865696322,BCRP,M
2009-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,125.92334392384859,125.26309492563654,4.830416284804455,0.014145968723534352,102.96834392618281,BCRP,M
2009-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,129.82445231388562,129.20944025476302,4.861434655666569,0.031018370862113898,100.18886977387567,BCRP,M
2009-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,132.1567046588977,131.56241873316358,4.87948140617134,0.018046750504771225,98.16450206651783,BCRP,M
2009-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,134.42697604036232,134.17324583096348,4.899131844237639,0.019650438066298292,91.5170073584974,BCRP,M
2009-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,137.0344060998607,137.22291111688241,4.92160669199823,0.022474847760591388,92.93444197265441,BCRP,M
2009-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,139.5374403196043,140.31580060865844,4.943895600928741,0.022288908930510942,93.7204434849769,BCRP,M
2009-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,142.10365429825558,143.98939070093547,4.969739621173866,0.025844020245124888,90.6138490029486,BCRP,M
2009-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,144.71681701226464,146.7611389016969,4.98880635975744,0.019066738583574327,85.18349366115947,BCRP,M
2009-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,146.87180372628993,148.25697003385906,4.998947052178103,0.010140692420662845,32.99791499531777,BCRP,M
2009-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,148.9633151350122,148.77236307899867,5.002417373152691,0.0034703209745883257,56.608042555841955,BCRP,M
2009-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,152.54289337163246,151.1057854720435,5.01798015757311,0.015562784420418474,32.903310259025154,BCRP,M
2009-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,153.21127311,151.54061383177662,5.020853667120447,0.0028735095473368943,22.70137244530477,BCRP,M
2010-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,153.37761066922695,152.33260039578187,5.0260662908082745,0.005212623687827822,21.610120272228105,BCRP,M
2010-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,156.45910765509154,155.07638738702155,5.043917817374193,0.017851526565918263,20.019394156693604,BCRP,M
2010-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,156.56554894727475,155.37213250906433,5.045823094368953,0.0019052769947602854,18.097655854284554,BCRP,M
2010-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,159.27916772830406,158.90415693201237,5.068301233880236,0.02247813951128297,18.43207335999446,BCRP,M
2010-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,160.6580963829362,160.34919375313999,5.077353898082494,0.009052664202258143,16.853076828081058,BCRP,M
2010-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,161.77426776804387,162.71884519724208,5.092023835404627,0.014669937322133286,15.966159542549207,BCRP,M
2010-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,161.63228272978532,164.0674555030329,5.100277657300649,0.008253821896021307,13.944127900227986,BCRP,M
2010-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,163.61253946610537,166.6770985807392,5.116058399279752,0.015780741979103396,13.570322381037347,BCRP,M
2010-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,167.62848778057025,169.7579117311828,5.13437337348925,0.018314974209498125,14.50248287983582,BCRP,M
2010-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,173.08339517580575,172.9021677534698,5.152725930224703,0.018352556735452552,16.21927902137181,BCRP,M
2010-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,177.2519350497211,175.22304138824882,5.166059684628091,0.01333375440338802,15.96051126756317,BCRP,M
2010-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,179.68001910736274,178.47672750689716,5.184458214607108,0.018398529979017475,17.77484793945865,BCRP,M
2011-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,184.24523062538518,183.26427592785444,5.21092924184074,0.02647102723363126,20.305355158191784,BCRP,M
2011-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,186.53306631165094,184.9463267377987,5.220065657242081,0.00913641540134158,19.26143615677043,BCRP,M
2011-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,189.66582566257995,187.7221344419583,5.23496286121081,0.014897203968728512,20.820980835161485,BCRP,M
2011-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,189.4972450563185,188.68796856230696,5.240094690735558,0.0051318295247479995,18.74325518308353,BCRP,M
2011-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,192.72715486033837,191.6840859736142,5.255848631340196,0.01575394060463875,19.54165873057945,BCRP,M
2011-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,192.16881922395797,192.97546677463365,5.262563065667731,0.006714434327534491,18.594417592329606,BCRP,M
2011-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,192.3655727459599,194.88787758437675,5.272424406448689,0.009861340780958017,18.785213671320754,BCRP,M
2011-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,192.77707574354585,196.2954917212283,5.279621134748836,0.007196728300146837,17.769923638394623,BCRP,M
2011-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,197.74952346809798,201.25584274071022,5.304576948129221,0.02495581338038555,18.554617389147342,BCRP,M
2011-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,204.79687154001184,205.27663049597365,5.324358486546981,0.019781538417759315,18.724150867017777,BCRP,M
2011-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,210.74456204041894,208.51625642144083,5.340017006647632,0.015658520100651607,19.00047777359535,BCRP,M
2011-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,211.48360114341165,210.9990985394303,5.351853861141965,0.011836854494332805,18.22219147943327,BCRP,M
2012-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,213.9030037480031,212.98953965218695,5.361243054889362,0.009389193747397329,16.219889868789505,BCRP,M
2012-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,217.36591433554457,215.77009450950285,5.374213463561593,0.012970408672230427,16.66633142457785,BCRP,M
2012-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,221.9875625296254,219.38473744855767,5.390826980464939,0.016613516903346337,16.866739290346764,BCRP,M
2012-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,223.281644277576,221.87371247713295,5.402108357292879,0.011281376827939837,17.587631139220015,BCRP,M
2012-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,226.95510756831024,225.11213746378672,5.416598666777949,0.014490309485069908,17.439137589530507,BCRP,M
2012-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,228.17579648433974,228.26137702542593,5.430491362813058,0.013892696035108898,18.285179375677284,BCRP,M
2012-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,230.6630389192516,232.72806580800014,5.449870672438181,0.019379309625123575,19.416388896349112,BCRP,M
2012-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,232.35423843705928,235.5860652067231,5.4620763040465885,0.012205631608407153,20.01603457164154,BCRP,M
2012-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,232.56554626159507,236.59608442280614,5.466354402053186,0.00427809800659773,17.559858735443946,BCRP,M
2012-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,238.3162666291916,239.71245138467063,5.479440085792795,0.013085683739609166,16.77532450016146,BCRP,M
2012-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,244.66577442436946,243.00592658865187,5.493085832296847,0.013645746504051814,16.54051859510779,BCRP,M
2012-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,243.78465283304968,243.61422850569528,5.495585943430869,0.0025001111340214877,15.457473606300765,BCRP,M
2013-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,247.59212122997982,247.02570402899815,5.509492396108331,0.013906452677462156,15.980204676902176,BCRP,M
2013-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,251.22127845192026,249.5148384132726,5.519518386021436,0.010025989913104993,15.639212644588053,BCRP,M
2013-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,256.2641853644299,253.75519273110612,5.536369994111563,0.016851608090127534,15.666748599869118,BCRP,M
2013-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,260.06713249080974,258.374659549601,5.554410700341077,0.018040706229514036,16.4512265400661,BCRP,M
2013-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,261.90972058716983,259.5581103190264,5.558980609402172,0.00456990906109489,15.301695076650823,BCRP,M
2013-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,261.822582050613,261.00033883677685,5.564521705547049,0.005541096144876967,14.342751383517749,BCRP,M
2013-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,261.4826474921999,262.9450058074778,5.571944906918981,0.0074232013719317536,12.983797160247335,BCRP,M
2013-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,261.761978560114,263.9934699376755,5.575924367755836,0.0039794608368550755,12.058185489886819,BCRP,M
2013-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,261.9752798977634,265.7693198772716,5.582628714023689,0.006704346267852657,12.330396559873646,BCRP,M
2013-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,265.87534570992256,268.3440621127074,5.592269970979877,0.009641256956188116,11.944148317139813,BCRP,M
2013-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,270.5604588802465,270.10329631810686,5.598804464789658,0.006534493809780884,11.150908996274822,BCRP,M
2013-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,271.4605835348281,271.4375867419949,5.603732229860248,0.00492776507059034,11.421072737403403,BCRP,M
2014-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,274.8719100616338,274.8155210847974,5.616100040138907,0.01236781027865863,11.249767373413523,BCRP,M
2014-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,276.06866590907737,273.88583636457895,5.61271136395928,-0.003388676179627126,9.767354160693454,BCRP,M
2014-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,275.90550802634885,273.9821453533082,5.6130629413207425,0.00035157736146285146,7.971049736757818,BCRP,M
2014-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,275.812623061381,273.6815152976342,5.611965077403635,-0.0010978639171073112,5.924286760441633,BCRP,M
2014-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,277.17285333716524,274.19225930014125,5.6138295366062545,0.0018644592026193507,5.638101218693503,BCRP,M
2014-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,278.0734085091589,276.57242152725667,5.622472709007614,0.008643172401359145,5.966307461469711,BCRP,M
2014-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,275.17847341223734,276.8411292487551,5.62344380103179,0.0009710920241765564,5.284802196034755,BCRP,M
2014-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,276.1851404523217,278.11838966797166,5.628046885152109,0.0046030841203190676,5.3504807272811705,BCRP,M
2014-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,274.96525075342254,278.3514228384331,5.628884426304733,0.0008375411526237997,4.734219497935932,BCRP,M
2014-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,273.82575590556223,277.2038809591746,5.624753267791964,-0.00413115851276924,3.301663832884083,BCRP,M
2014-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,276.9152909857442,277.8546491624031,5.627098132220108,0.002344864428144078,2.869773508860596,BCRP,M
2014-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,279.3686759246557,279.0358674944529,5.631340330886369,0.004242198666260855,2.799273617061826,BCRP,M
2015-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,278.8789708902038,279.0461773820517,5.631377278455977,3.6947569608258846e-05,1.5394531868339723,BCRP,M
2015-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,282.3295389232881,279.62432547071535,5.633447007543515,0.002069729087537553,2.0952120716814626,BCRP,M
2015-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,281.3762114796439,280.3591141868376,5.636071332070982,0.0026243245274670812,2.327512555720035,BCRP,M
2015-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,283.3729677644665,281.63123660976703,5.640598543592934,0.004527211521952346,2.9047344697311184,BCRP,M
2015-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,285.23948273184504,282.0583160718245,5.64211384414,0.0015153005470658343,2.8688106629125354,BCRP,M
2015-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,282.70298144644863,280.282407820607,5.6357976942339745,-0.006316149906025359,1.3414158479227334,BCRP,M
2015-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,279.72042654888224,280.8037245698354,5.637655936201279,0.0018582419673043304,1.431360770646073,BCRP,M
2015-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,281.6841198221875,284.5241803312929,5.650818242331866,0.013162306130586998,2.303260374464533,BCRP,M
2015-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,281.63266035445383,284.47654299809716,5.650650800248389,-0.00016744208347674316,2.2004989581890344,BCRP,M
2015-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,282.0555913869459,284.2240027338863,5.64976266928841,-0.0008881309599786391,2.53247600662041,BCRP,M
2015-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,284.52587338378567,287.227076907903,5.660273111657329,0.010510442368918405,3.373140515644857,BCRP,M
2015-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,288.7072256929102,288.4538901655928,5.6645352470588035,0.004262135401474687,3.3752014591196255,BCRP,M
2016-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,289.8052729858275,291.2197150987332,5.6740780169797365,0.009542769920932948,4.3625531196631595,BCRP,M
2016-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,294.3067246535476,289.3967718612921,5.66779865954392,-0.006279357435816202,3.494848445007759,BCRP,M
2016-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,294.7267683862491,295.15789343896216,5.687510445150746,0.01971178560682585,5.278508349923783,BCRP,M
2016-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,299.60657402842156,299.3011709878719,5.701450327272891,0.013939882122144809,6.2741386895902584,BCRP,M
2016-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,304.2669898974027,299.98049505387394,5.70371745605545,0.0022671287825595243,6.354068630788268,BCRP,M
2016-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,298.3866694842724,295.0488915475831,5.687141076667052,-0.01657637938839862,5.26843045262666,BCRP,M
2016-07-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,301.8881792323662,302.62305502428967,5.712487988221591,0.025346911554539275,7.770313761998482,BCRP,M
2016-08-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,305.6786760690004,308.31592572054853,5.731124990128007,0.018637001906415485,8.361941456628784,BCRP,M
2016-09-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,310.1969916756766,312.37454990270896,5.744202948266392,0.013077958138385526,9.80678639110093,BCRP,M
2016-10-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,312.05252620381,312.8799810363403,5.745819669837248,0.0016167215708557947,10.082180965301536,BCRP,M
2016-11-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,318.4375956232047,321.64911300427207,5.7734612402106515,0.027641570373403646,11.984258749883182,BCRP,M
2016-12-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,326.6980571522492,327.3272906655382,5.790960559227384,0.017499319016732073,13.476469489674535,BCRP,M
2017-01-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,327.43657616035193,329.9404137107309,5.798912073643855,0.007951514416471461,13.296043023347547,BCRP,M
2017-02-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,334.42683223158264,328.95814025086446,5.795930509390484,-0.0029815642533712605,13.670286691564804,BCRP,M
2017-03-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,337.9942032577326,339.8054437379268,5.828373229527184,0.03244272013670013,15.126666537277478,BCRP,M
2017-04-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,342.31073965053275,343.71443967050556,5.839811195398387,0.011437965871203382,14.83898928161338,BCRP,M
2017-05-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,352.6866927379216,346.30722475447436,5.847326313894982,0.007515118496594475,15.443247299222085,BCRP,M
2017-06-01,RD13562DM,Crédito - Amazonas (Total),credit_by_department,Amazonas,01,358.9891228751995,355.13534244903184,5.872498963154799,0.025172649259816993,20.364913281417472,BCRP,M
