dir,survey,period,file,status,n_vars,concept,candidate_variables
539_trim_nov_dic_ene17,EPE,2016-11,Trim Nov-Dic-Ene17.csv,ok,102,person_id,codperso
539_trim_nov_dic_ene17,EPE,2016-11,Trim Nov-Dic-Ene17.csv,ok,102,panel_rotation,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,employment_indicator,ocu200
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,age,p208b1|p208b2|p208b3
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,sex,p207a|p207b
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,dependent_worker,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,self_employment,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,informality,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,monthly_earnings,ingtot
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,hours,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,weight,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,psu,conglome
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,stratum,estrato
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,geography,dominio
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,month_year,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,industry,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,occupation,
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,household_id,vivienda|hogar
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,person_id,codperso
542_trim_dic_ene_feb17,EPE,2016-12,Trim Dic-Ene-Feb17.csv,ok,102,panel_rotation,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,employment_indicator,ocu200
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,age,p208b1|p208b2|p208b3
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,sex,p207a|p207b
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,dependent_worker,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,self_employment,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,informality,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,monthly_earnings,ingtot
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,hours,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,weight,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,psu,conglome
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,stratum,estrato
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,geography,dominio
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,month_year,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,industry,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,occupation,
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,household_id,vivienda|hogar
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,person_id,codperso
545_trim_ene_feb_mar17,EPE,2017-01,Trim Ene-Feb-Mar17.csv,ok,102,panel_rotation,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,employment_indicator,ocu200
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,age,p208b1|p208b2|p208b3
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,sex,p207a|p207b
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,dependent_worker,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,self_employment,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,informality,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,monthly_earnings,ingtot
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,hours,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,weight,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,psu,conglome
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,stratum,estrato
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,geography,dominio
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,month_year,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,industry,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,occupation,
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,household_id,vivienda|hogar
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,person_id,codperso
549_trim_feb_mar_abr17,EPE,2017-02,Trim Feb-Mar-Abr17.csv,ok,102,panel_rotation,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,employment_indicator,ocu200
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,age,p208b1|p208b2|p208b3
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,sex,p207a|p207b
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,dependent_worker,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,self_employment,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,informality,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,monthly_earnings,ingtot
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,hours,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,weight,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,psu,conglome
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,stratum,estrato
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,geography,dominio
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,month_year,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,industry,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,occupation,
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,household_id,vivienda|hogar
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,person_id,codperso
550_trim_mar_abr_may17,EPE,2017-03,Trim Mar-Abr-May17.csv,ok,102,panel_rotation,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,employment_indicator,ocu200
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,age,p208b1|p208b2|p208b3
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,sex,p207a|p207b
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,dependent_worker,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,self_employment,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,informality,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,monthly_earnings,ingtot
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,hours,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,weight,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,psu,conglome
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,stratum,estrato
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,geography,dominio
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,month_year,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,industry,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,occupation,
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,household_id,vivienda|hogar
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,person_id,codperso
553_trim_abr_may_jun17,EPE,2017-04,Trim Abr-May-Jun17.csv,ok,102,panel_rotation,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,employment_indicator,ocu200
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,age,p208b1|p208b2|p208b3
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,sex,p207a|p207b
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,dependent_worker,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,self_employment,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,informality,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,monthly_earnings,ingtot
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,hours,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,weight,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,psu,conglome
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,stratum,estrato
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,geography,dominio
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,month_year,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,industry,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,occupation,
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,household_id,vivienda|hogar
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,person_id,codperso
580_trim_may_jun_jul17,EPE,2017-05,Trim May-Jun-Jul17.csv,ok,102,panel_rotation,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,employment_indicator,ocu200
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,age,p208b1|p208b2|p208b3
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,sex,p207a|p207b
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,dependent_worker,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,self_employment,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,informality,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,monthly_earnings,ingtot
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,hours,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,weight,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,psu,conglome
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,stratum,estrato
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,geography,dominio
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,month_year,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,industry,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,occupation,
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,household_id,vivienda|hogar
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,person_id,codperso
582_trim_jun_jul_ago17,EPE,2017-06,Trim Jun-Jul-Ago17.csv,ok,102,panel_rotation,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,employment_indicator,ocu200
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,age,p208b1|p208b2|p208b3
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,sex,p207a|p207b
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,dependent_worker,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,self_employment,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,informality,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,monthly_earnings,ingtot
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,hours,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,weight,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,psu,conglome
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,stratum,estrato
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,geography,dominio
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,month_year,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,industry,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,occupation,
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,household_id,vivienda|hogar
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,person_id,codperso
584_trim_jul_ago_set17,EPE,2017-07,Trim Jul-Ago-Set17.csv,ok,102,panel_rotation,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,employment_indicator,ocu200
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,age,p208b1|p208b2|p208b3
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,sex,p207a|p207b
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,dependent_worker,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,self_employment,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,informality,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,monthly_earnings,ingtot
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,hours,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,weight,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,psu,conglome
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,stratum,estrato
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,geography,dominio
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,month_year,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,industry,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,occupation,
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,household_id,vivienda|hogar
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,person_id,codperso
586_trim_ago_set_oct17,EPE,2017-08,Trim Ago-Set-Oct17.csv,ok,102,panel_rotation,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,employment_indicator,ocu200
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,age,p208b1|p208b2|p208b3
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,sex,p207a|p207b
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,dependent_worker,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,self_employment,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,informality,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,monthly_earnings,ingtot
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,hours,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,weight,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,psu,conglome
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,stratum,estrato
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,geography,dominio
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,month_year,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,industry,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,occupation,
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,household_id,vivienda|hogar
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,person_id,codperso
589_trim_set_oct_nov17,EPE,2017-09,Trim Set-Oct-Nov17.csv,ok,102,panel_rotation,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,employment_indicator,ocu200
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,age,p208b1|p208b2|p208b3
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,sex,p207a|p207b
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,dependent_worker,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,self_employment,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,informality,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,monthly_earnings,ingtot
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,hours,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,weight,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,psu,conglome
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,stratum,estrato
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,geography,dominio
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,month_year,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,industry,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,occupation,
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,household_id,vivienda|hogar
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,person_id,codperso
591_trim_oct_nov_dic17,EPE,2017-10,Trim Oct-Nov-Dic17.csv,ok,102,panel_rotation,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,employment_indicator,ocu200
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,age,p208b1|p208b2|p208b3
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,sex,p207a|p207b
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,dependent_worker,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,self_employment,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,informality,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,monthly_earnings,ingtot
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,hours,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,weight,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,psu,conglome
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,stratum,estrato
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,geography,dominio
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,month_year,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,industry,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,occupation,
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,household_id,vivienda|hogar
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,person_id,codperso
593_trim_nov_dic_ene18,EPE,2017-11,Trim Nov-Dic-Ene18.csv,ok,102,panel_rotation,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,employment_indicator,ocu200
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,age,p208b1|p208b2|p208b3
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,sex,p207a|p207b
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,dependent_worker,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,self_employment,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,informality,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,monthly_earnings,ingtot
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,hours,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,weight,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,psu,conglome
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,stratum,estrato
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,geography,dominio
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,month_year,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,industry,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,occupation,
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,household_id,vivienda|hogar
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,person_id,codperso
598_trim_dic_ene_feb18,EPE,2017-12,Trim Dic-Ene-Feb18.csv,ok,102,panel_rotation,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,employment_indicator,ocu200
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,age,p208b1|p208b2|p208b3
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,sex,p207a|p207b
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,dependent_worker,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,self_employment,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,informality,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,monthly_earnings,ingtot
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,hours,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,weight,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,psu,conglome
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,stratum,estrato
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,geography,dominio
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,month_year,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,industry,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,occupation,
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,household_id,vivienda|hogar
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,person_id,codperso
601_trim_ene_feb_mar18,EPE,2018-01,Trim Ene-Feb-Mar18.csv,ok,102,panel_rotation,
